id_wniosku,czas_realizacji_w_dniach,partner,czas_realizacji,laczny_zysk,sredni_dzienny_zysk
2131933,-4,dreamtours,Error - ujemny wynik,150,-37.5
2131917,-4,tui,Error - ujemny wynik,105,-26.25
2131957,-4,itaka,Error - ujemny wynik,150,-37.5
2131780,-4,itaka,Error - ujemny wynik,150,-37.5
2131921,-4,itaka,Error - ujemny wynik,150,-37.5
2069840,-4,dreamtours,Error - ujemny wynik,150,-37.5
2069832,-4,wakacje.pl,Error - ujemny wynik,150,-37.5
2122373,-4,tui,Error - ujemny wynik,105,-26.25
2139802,-4,tui,Error - ujemny wynik,105,-26.25
2131923,-4,itaka,Error - ujemny wynik,150,-37.5
2056515,-4,tui,Error - ujemny wynik,105,-26.25
2069844,-4,wakacje.pl,Error - ujemny wynik,150,-37.5
2122402,-4,itaka,Error - ujemny wynik,150,-37.5
2120719,-4,tui,Error - ujemny wynik,105,-26.25
2131783,-4,wakacje.pl,Error - ujemny wynik,150,-37.5
2131763,-4,tui,Error - ujemny wynik,105,-26.25
2139765,-4,wakacje.pl,Error - ujemny wynik,125,-31.25
2139785,-4,tui,Error - ujemny wynik,105,-26.25
2131793,-4,wakacje.pl,Error - ujemny wynik,125,-31.25
2139810,-4,tui,Error - ujemny wynik,105,-26.25
2139770,-4,wakacje.pl,Error - ujemny wynik,150,-37.5
2139769,-4,wakacje.pl,Error - ujemny wynik,150,-37.5
2056527,-4,itaka,Error - ujemny wynik,150,-37.5
2131915,-4,wakacje.pl,Error - ujemny wynik,150,-37.5
2131747,-4,wakacje.pl,Error - ujemny wynik,150,-37.5
2059482,-3,tui,Error - ujemny wynik,105,-35
2059487,-3,itaka,Error - ujemny wynik,150,-50
2059489,-3,wakacje.pl,Error - ujemny wynik,150,-50
2059500,-3,tui,Error - ujemny wynik,105,-35
2059507,-3,tui,Error - ujemny wynik,105,-35
2059373,-3,dreamtours,Error - ujemny wynik,150,-50
2059511,-3,wakacje.pl,Error - ujemny wynik,150,-50
2105145,-3,itaka,Error - ujemny wynik,150,-50
2105260,-3,dreamtours,Error - ujemny wynik,150,-50
2059506,-3,dreamtours,Error - ujemny wynik,150,-50
2085133,-3,dreamtours,Error - ujemny wynik,150,-50
2105062,-3,tui,Error - ujemny wynik,105,-35
2059377,-3,dreamtours,Error - ujemny wynik,150,-50
2059474,-3,tui,Error - ujemny wynik,105,-35
2059504,-3,dreamtours,Error - ujemny wynik,150,-50
2105172,-3,wakacje.pl,Error - ujemny wynik,150,-50
2105051,-3,tui,Error - ujemny wynik,105,-35
2059384,-3,wakacje.pl,Error - ujemny wynik,150,-50
2059388,-3,wakacje.pl,Error - ujemny wynik,150,-50
2059446,-3,tui,Error - ujemny wynik,105,-35
2059496,-3,tui,Error - ujemny wynik,105,-35
2059514,-3,itaka,Error - ujemny wynik,150,-50
2105063,-3,tui,Error - ujemny wynik,105,-35
2105074,-3,wakacje.pl,Error - ujemny wynik,150,-50
2105257,-3,dreamtours,Error - ujemny wynik,150,-50
2059445,-3,dreamtours,Error - ujemny wynik,150,-50
2059451,-3,dreamtours,Error - ujemny wynik,150,-50
2057048,-3,dreamtours,Error - ujemny wynik,150,-50
2105054,-3,tui,Error - ujemny wynik,105,-35
2105061,-3,dreamtours,Error - ujemny wynik,150,-50
2105150,-3,dreamtours,Error - ujemny wynik,150,-50
2105244,-3,dreamtours,Error - ujemny wynik,150,-50
2105250,-3,wakacje.pl,Error - ujemny wynik,150,-50
2105253,-3,itaka,Error - ujemny wynik,150,-50
2083131,-3,itaka,Error - ujemny wynik,150,-50
2137181,-3,wakacje.pl,Error - ujemny wynik,150,-50
2137202,-3,tui,Error - ujemny wynik,105,-35
2137278,-3,tui,Error - ujemny wynik,105,-35
2137254,-3,wakacje.pl,Error - ujemny wynik,150,-50
2137263,-3,tui,Error - ujemny wynik,105,-35
2101773,-3,dreamtours,Error - ujemny wynik,150,-50
2096986,-3,tui,Error - ujemny wynik,210,-70
2101831,-3,wakacje.pl,Error - ujemny wynik,150,-50
2101870,-3,tui,Error - ujemny wynik,105,-35
2096987,-3,tui,Error - ujemny wynik,210,-70
2151462,-3,wakacje.pl,Error - ujemny wynik,150,-50
2151460,-3,dreamtours,Error - ujemny wynik,150,-50
2151537,-3,itaka,Error - ujemny wynik,150,-50
2151558,-3,tui,Error - ujemny wynik,105,-35
2151448,-3,tui,Error - ujemny wynik,105,-35
2151453,-3,itaka,Error - ujemny wynik,150,-50
2151566,-3,dreamtours,Error - ujemny wynik,150,-50
2151450,-3,tui,Error - ujemny wynik,105,-35
2151538,-3,wakacje.pl,Error - ujemny wynik,150,-50
2151547,-3,tui,Error - ujemny wynik,105,-35
2137179,-3,itaka,Error - ujemny wynik,150,-50
2137213,-3,tui,Error - ujemny wynik,105,-35
2137234,-3,wakacje.pl,Error - ujemny wynik,150,-50
2085190,-3,tui,Error - ujemny wynik,105,-35
2119242,-3,tui,Error - ujemny wynik,105,-35
2119244,-3,wakacje.pl,Error - ujemny wynik,150,-50
2119250,-3,itaka,Error - ujemny wynik,150,-50
2119298,-3,tui,Error - ujemny wynik,105,-35
2085318,-3,tui,Error - ujemny wynik,105,-35
2085326,-3,wakacje.pl,Error - ujemny wynik,150,-50
2151542,-3,itaka,Error - ujemny wynik,150,-50
2101752,-3,wakacje.pl,Error - ujemny wynik,150,-50
2101759,-3,wakacje.pl,Error - ujemny wynik,150,-50
2101777,-3,dreamtours,Error - ujemny wynik,150,-50
2101791,-3,dreamtours,Error - ujemny wynik,150,-50
2101799,-3,wakacje.pl,Error - ujemny wynik,150,-50
2101803,-3,dreamtours,Error - ujemny wynik,150,-50
2085131,-3,dreamtours,Error - ujemny wynik,150,-50
2085158,-3,dreamtours,Error - ujemny wynik,150,-50
2085170,-3,itaka,Error - ujemny wynik,150,-50
2101794,-3,tui,Error - ujemny wynik,105,-35
2151454,-3,wakacje.pl,Error - ujemny wynik,150,-50
2101812,-3,wakacje.pl,Error - ujemny wynik,150,-50
2101841,-3,tui,Error - ujemny wynik,105,-35
2101850,-3,dreamtours,Error - ujemny wynik,150,-50
2101755,-3,itaka,Error - ujemny wynik,150,-50
2101801,-3,tui,Error - ujemny wynik,105,-35
2101849,-3,dreamtours,Error - ujemny wynik,150,-50
2101872,-3,dreamtours,Error - ujemny wynik,150,-50
2101878,-3,dreamtours,Error - ujemny wynik,150,-50
2085293,-3,dreamtours,Error - ujemny wynik,150,-50
2151543,-3,wakacje.pl,Error - ujemny wynik,150,-50
2151546,-3,tui,Error - ujemny wynik,105,-35
2151470,-3,itaka,Error - ujemny wynik,150,-50
2144181,-3,tui,Error - ujemny wynik,105,-35
2094033,-3,wakacje.pl,Error - ujemny wynik,150,-50
2094039,-3,tui,Error - ujemny wynik,105,-35
2094027,-3,dreamtours,Error - ujemny wynik,150,-50
2094020,-3,wakacje.pl,Error - ujemny wynik,150,-50
2094021,-3,itaka,Error - ujemny wynik,150,-50
2094028,-3,itaka,Error - ujemny wynik,150,-50
2151443,-3,wakacje.pl,Error - ujemny wynik,125,-41.67
2151455,-3,dreamtours,Error - ujemny wynik,150,-50
2151556,-3,tui,Error - ujemny wynik,105,-35
2094022,-3,tui,Error - ujemny wynik,105,-35
2094036,-3,dreamtours,Error - ujemny wynik,150,-50
2062489,-3,dreamtours,Error - ujemny wynik,150,-50
2085128,-3,dreamtours,Error - ujemny wynik,150,-50
2085202,-3,itaka,Error - ujemny wynik,150,-50
2085143,-3,tui,Error - ujemny wynik,105,-35
2062505,-3,itaka,Error - ujemny wynik,150,-50
2062491,-3,tui,Error - ujemny wynik,105,-35
2062493,-3,dreamtours,Error - ujemny wynik,150,-50
2062497,-3,dreamtours,Error - ujemny wynik,150,-50
2085146,-3,wakacje.pl,Error - ujemny wynik,150,-50
2062498,-3,tui,Error - ujemny wynik,105,-35
2062506,-3,wakacje.pl,Error - ujemny wynik,150,-50
2085173,-3,itaka,Error - ujemny wynik,150,-50
2085179,-3,wakacje.pl,Error - ujemny wynik,150,-50
2118913,-3,dreamtours,Error - ujemny wynik,150,-50
2144214,-3,tui,Error - ujemny wynik,105,-35
2085291,-3,tui,Error - ujemny wynik,105,-35
2118922,-3,dreamtours,Error - ujemny wynik,150,-50
2059386,-3,itaka,Error - ujemny wynik,150,-50
2059480,-3,dreamtours,Error - ujemny wynik,150,-50
2059515,-3,itaka,Error - ujemny wynik,150,-50
2118992,-3,dreamtours,Error - ujemny wynik,150,-50
2119219,-3,dreamtours,Error - ujemny wynik,150,-50
2059463,-3,wakacje.pl,Error - ujemny wynik,150,-50
2059478,-3,dreamtours,Error - ujemny wynik,150,-50
2085298,-3,itaka,Error - ujemny wynik,150,-50
2085139,-3,wakacje.pl,Error - ujemny wynik,150,-50
2085163,-3,wakacje.pl,Error - ujemny wynik,150,-50
2059372,-3,tui,Error - ujemny wynik,105,-35
2059385,-3,itaka,Error - ujemny wynik,150,-50
2059501,-3,tui,Error - ujemny wynik,105,-35
2059516,-3,wakacje.pl,Error - ujemny wynik,150,-50
2059512,-3,itaka,Error - ujemny wynik,150,-50
2059382,-3,itaka,Error - ujemny wynik,150,-50
2059447,-3,tui,Error - ujemny wynik,105,-35
2059457,-3,dreamtours,Error - ujemny wynik,150,-50
2059485,-3,itaka,Error - ujemny wynik,150,-50
2059486,-3,wakacje.pl,Error - ujemny wynik,150,-50
2059488,-3,itaka,Error - ujemny wynik,150,-50
2105064,-3,dreamtours,Error - ujemny wynik,150,-50
2059380,-3,wakacje.pl,Error - ujemny wynik,150,-50
2059484,-3,wakacje.pl,Error - ujemny wynik,150,-50
2059499,-3,dreamtours,Error - ujemny wynik,150,-50
2105161,-3,tui,Error - ujemny wynik,105,-35
2105258,-3,tui,Error - ujemny wynik,105,-35
2105263,-3,tui,Error - ujemny wynik,105,-35
2059376,-3,dreamtours,Error - ujemny wynik,150,-50
2059379,-3,tui,Error - ujemny wynik,105,-35
2059458,-3,tui,Error - ujemny wynik,105,-35
2059513,-3,wakacje.pl,Error - ujemny wynik,150,-50
2085290,-3,dreamtours,Error - ujemny wynik,150,-50
2105057,-3,itaka,Error - ujemny wynik,150,-50
2059466,-3,itaka,Error - ujemny wynik,150,-50
2059475,-3,dreamtours,Error - ujemny wynik,150,-50
2105076,-3,itaka,Error - ujemny wynik,150,-50
2119246,-3,tui,Error - ujemny wynik,105,-35
2083117,-3,dreamtours,Error - ujemny wynik,150,-50
2057835,-3,dreamtours,Error - ujemny wynik,150,-50
2119264,-3,dreamtours,Error - ujemny wynik,150,-50
2057850,-3,itaka,Error - ujemny wynik,150,-50
2148327,-3,wakacje.pl,Error - ujemny wynik,125,-41.67
2057860,-3,wakacje.pl,Error - ujemny wynik,150,-50
2057914,-3,tui,Error - ujemny wynik,105,-35
2057942,-3,tui,Error - ujemny wynik,105,-35
2083172,-3,wakacje.pl,Error - ujemny wynik,150,-50
2144185,-3,tui,Error - ujemny wynik,105,-35
2148264,-3,tui,Error - ujemny wynik,105,-35
2148417,-3,tui,Error - ujemny wynik,105,-35
2148231,-3,itaka,Error - ujemny wynik,150,-50
2148245,-3,wakacje.pl,Error - ujemny wynik,125,-41.67
2078033,-3,itaka,Error - ujemny wynik,150,-50
2083164,-3,tui,Error - ujemny wynik,105,-35
2083162,-3,tui,Error - ujemny wynik,105,-35
2134426,-3,itaka,Error - ujemny wynik,150,-50
2148328,-3,wakacje.pl,Error - ujemny wynik,150,-50
2062490,-3,tui,Error - ujemny wynik,105,-35
2148370,-3,dreamtours,Error - ujemny wynik,150,-50
2148424,-3,itaka,Error - ujemny wynik,150,-50
2148428,-3,dreamtours,Error - ujemny wynik,150,-50
2148420,-3,wakacje.pl,Error - ujemny wynik,150,-50
2148444,-3,tui,Error - ujemny wynik,105,-35
2083136,-3,wakacje.pl,Error - ujemny wynik,150,-50
2144201,-3,itaka,Error - ujemny wynik,150,-50
2134355,-3,wakacje.pl,Error - ujemny wynik,125,-41.67
2085300,-3,itaka,Error - ujemny wynik,150,-50
2145353,-3,tui,Error - ujemny wynik,105,-35
2062503,-3,wakacje.pl,Error - ujemny wynik,150,-50
2062504,-3,itaka,Error - ujemny wynik,150,-50
2078020,-3,dreamtours,Error - ujemny wynik,150,-50
2134375,-3,wakacje.pl,Error - ujemny wynik,150,-50
2148228,-3,wakacje.pl,Error - ujemny wynik,150,-50
2148260,-3,tui,Error - ujemny wynik,105,-35
2148334,-3,wakacje.pl,Error - ujemny wynik,150,-50
2083146,-3,wakacje.pl,Error - ujemny wynik,150,-50
2134364,-3,tui,Error - ujemny wynik,105,-35
2148272,-3,tui,Error - ujemny wynik,105,-35
2145357,-3,itaka,Error - ujemny wynik,150,-50
2134370,-3,tui,Error - ujemny wynik,105,-35
2078017,-3,dreamtours,Error - ujemny wynik,150,-50
2077996,-3,wakacje.pl,Error - ujemny wynik,150,-50
2085136,-3,itaka,Error - ujemny wynik,150,-50
2083141,-3,tui,Error - ujemny wynik,105,-35
2116370,-3,itaka,Error - ujemny wynik,150,-50
2083180,-3,itaka,Error - ujemny wynik,150,-50
2083168,-3,itaka,Error - ujemny wynik,150,-50
2116378,-3,tui,Error - ujemny wynik,105,-35
2116381,-3,dreamtours,Error - ujemny wynik,150,-50
2116389,-3,tui,Error - ujemny wynik,105,-35
2077946,-3,wakacje.pl,Error - ujemny wynik,150,-50
2083179,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077931,-3,dreamtours,Error - ujemny wynik,150,-50
2116366,-3,wakacje.pl,Error - ujemny wynik,150,-50
2083126,-3,dreamtours,Error - ujemny wynik,150,-50
2083118,-3,tui,Error - ujemny wynik,105,-35
2116372,-3,itaka,Error - ujemny wynik,150,-50
2116382,-3,tui,Error - ujemny wynik,105,-35
2077862,-3,wakacje.pl,Error - ujemny wynik,150,-50
2083119,-3,dreamtours,Error - ujemny wynik,150,-50
2083161,-3,dreamtours,Error - ujemny wynik,150,-50
2083148,-3,itaka,Error - ujemny wynik,150,-50
2083116,-3,tui,Error - ujemny wynik,105,-35
2075788,-3,tui,Error - ujemny wynik,105,-35
2075781,-3,wakacje.pl,Error - ujemny wynik,150,-50
2075778,-3,tui,Error - ujemny wynik,105,-35
2075785,-3,dreamtours,Error - ujemny wynik,150,-50
2075775,-3,tui,Error - ujemny wynik,105,-35
2116364,-3,wakacje.pl,Error - ujemny wynik,125,-41.67
2075774,-3,dreamtours,Error - ujemny wynik,150,-50
2075776,-3,wakacje.pl,Error - ujemny wynik,150,-50
2075783,-3,itaka,Error - ujemny wynik,150,-50
2075779,-3,itaka,Error - ujemny wynik,150,-50
2075787,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077837,-3,itaka,Error - ujemny wynik,150,-50
2075786,-3,itaka,Error - ujemny wynik,150,-50
2078047,-3,itaka,Error - ujemny wynik,150,-50
2078028,-3,tui,Error - ujemny wynik,105,-35
2078006,-3,itaka,Error - ujemny wynik,150,-50
2077828,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077816,-3,dreamtours,Error - ujemny wynik,150,-50
2078000,-3,tui,Error - ujemny wynik,105,-35
2077934,-3,tui,Error - ujemny wynik,105,-35
2077929,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077884,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077880,-3,tui,Error - ujemny wynik,105,-35
2077850,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077814,-3,tui,Error - ujemny wynik,105,-35
2077769,-3,itaka,Error - ujemny wynik,150,-50
2077762,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077756,-3,itaka,Error - ujemny wynik,150,-50
2077799,-3,tui,Error - ujemny wynik,105,-35
2077969,-3,tui,Error - ujemny wynik,105,-35
2077872,-3,dreamtours,Error - ujemny wynik,150,-50
2077860,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077831,-3,dreamtours,Error - ujemny wynik,150,-50
2077783,-3,dreamtours,Error - ujemny wynik,150,-50
2077825,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077809,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077790,-3,tui,Error - ujemny wynik,105,-35
2077728,-3,dreamtours,Error - ujemny wynik,150,-50
2078011,-3,itaka,Error - ujemny wynik,150,-50
2077984,-3,tui,Error - ujemny wynik,105,-35
2077971,-3,tui,Error - ujemny wynik,105,-35
2078021,-3,dreamtours,Error - ujemny wynik,150,-50
2078016,-3,dreamtours,Error - ujemny wynik,150,-50
2078014,-3,dreamtours,Error - ujemny wynik,150,-50
2077980,-3,dreamtours,Error - ujemny wynik,150,-50
2077975,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077948,-3,tui,Error - ujemny wynik,105,-35
2077776,-3,itaka,Error - ujemny wynik,150,-50
2077935,-3,itaka,Error - ujemny wynik,150,-50
2077877,-3,itaka,Error - ujemny wynik,150,-50
2077855,-3,itaka,Error - ujemny wynik,150,-50
2077848,-3,dreamtours,Error - ujemny wynik,150,-50
2077760,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077813,-3,dreamtours,Error - ujemny wynik,150,-50
2077806,-3,tui,Error - ujemny wynik,105,-35
2085160,-3,tui,Error - ujemny wynik,105,-35
2077779,-3,dreamtours,Error - ujemny wynik,150,-50
2077763,-3,dreamtours,Error - ujemny wynik,150,-50
2077737,-3,itaka,Error - ujemny wynik,150,-50
2077731,-3,tui,Error - ujemny wynik,105,-35
2078045,-3,wakacje.pl,Error - ujemny wynik,150,-50
2078027,-3,itaka,Error - ujemny wynik,150,-50
2077997,-3,dreamtours,Error - ujemny wynik,150,-50
2077952,-3,tui,Error - ujemny wynik,105,-35
2077927,-3,tui,Error - ujemny wynik,105,-35
2077876,-3,tui,Error - ujemny wynik,105,-35
2101832,-3,itaka,Error - ujemny wynik,150,-50
2077871,-3,dreamtours,Error - ujemny wynik,150,-50
2077857,-3,tui,Error - ujemny wynik,105,-35
2077849,-3,dreamtours,Error - ujemny wynik,150,-50
2077845,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077804,-3,tui,Error - ujemny wynik,105,-35
2101851,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077797,-3,dreamtours,Error - ujemny wynik,150,-50
2077795,-3,itaka,Error - ujemny wynik,150,-50
2077771,-3,tui,Error - ujemny wynik,105,-35
2077764,-3,tui,Error - ujemny wynik,105,-35
2077755,-3,tui,Error - ujemny wynik,105,-35
2077748,-3,tui,Error - ujemny wynik,105,-35
2078029,-3,tui,Error - ujemny wynik,105,-35
2078023,-3,wakacje.pl,Error - ujemny wynik,150,-50
2078015,-3,wakacje.pl,Error - ujemny wynik,150,-50
2078010,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077993,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077972,-3,itaka,Error - ujemny wynik,150,-50
2077942,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077887,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077858,-3,itaka,Error - ujemny wynik,150,-50
2077830,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077821,-3,itaka,Error - ujemny wynik,150,-50
2077810,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077791,-3,itaka,Error - ujemny wynik,150,-50
2077778,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077747,-3,dreamtours,Error - ujemny wynik,150,-50
2101758,-3,itaka,Error - ujemny wynik,150,-50
2078035,-3,itaka,Error - ujemny wynik,150,-50
2077995,-3,tui,Error - ujemny wynik,105,-35
2077986,-3,itaka,Error - ujemny wynik,150,-50
2077976,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077968,-3,itaka,Error - ujemny wynik,150,-50
2077961,-3,tui,Error - ujemny wynik,105,-35
2077947,-3,dreamtours,Error - ujemny wynik,150,-50
2077943,-3,itaka,Error - ujemny wynik,150,-50
2077749,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077937,-3,itaka,Error - ujemny wynik,150,-50
2077930,-3,dreamtours,Error - ujemny wynik,150,-50
2077879,-3,itaka,Error - ujemny wynik,150,-50
2077856,-3,tui,Error - ujemny wynik,105,-35
2101772,-3,tui,Error - ujemny wynik,105,-35
2077851,-3,dreamtours,Error - ujemny wynik,150,-50
2077843,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077840,-3,tui,Error - ujemny wynik,105,-35
2077834,-3,tui,Error - ujemny wynik,105,-35
2101842,-3,tui,Error - ujemny wynik,105,-35
2077752,-3,tui,Error - ujemny wynik,105,-35
2077735,-3,tui,Error - ujemny wynik,105,-35
2078022,-3,tui,Error - ujemny wynik,105,-35
2078019,-3,dreamtours,Error - ujemny wynik,150,-50
2078005,-3,tui,Error - ujemny wynik,105,-35
2077960,-3,itaka,Error - ujemny wynik,150,-50
2077829,-3,itaka,Error - ujemny wynik,150,-50
2077807,-3,itaka,Error - ujemny wynik,150,-50
2077802,-3,itaka,Error - ujemny wynik,150,-50
2077787,-3,tui,Error - ujemny wynik,105,-35
2077785,-3,itaka,Error - ujemny wynik,150,-50
2077782,-3,dreamtours,Error - ujemny wynik,150,-50
2077870,-3,dreamtours,Error - ujemny wynik,150,-50
2077847,-3,tui,Error - ujemny wynik,105,-35
2077846,-3,itaka,Error - ujemny wynik,150,-50
2077841,-3,itaka,Error - ujemny wynik,150,-50
2078043,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077982,-3,tui,Error - ujemny wynik,105,-35
2077978,-3,dreamtours,Error - ujemny wynik,150,-50
2077944,-3,dreamtours,Error - ujemny wynik,150,-50
2077939,-3,tui,Error - ujemny wynik,105,-35
2077868,-3,tui,Error - ujemny wynik,105,-35
2077833,-3,dreamtours,Error - ujemny wynik,150,-50
2077824,-3,tui,Error - ujemny wynik,105,-35
2077774,-3,itaka,Error - ujemny wynik,150,-50
2101887,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077773,-3,wakacje.pl,Error - ujemny wynik,150,-50
2077761,-3,itaka,Error - ujemny wynik,150,-50
2077744,-3,itaka,Error - ujemny wynik,150,-50
2077739,-3,itaka,Error - ujemny wynik,150,-50
2077741,-3,wakacje.pl,Error - ujemny wynik,150,-50
2101770,-3,tui,Error - ujemny wynik,105,-35
